,ML True,DL True,Persistence,SVR,Ridge,RandomForestRegressor,GradientBoostingRegressor,AdaBoostRegressor,BaggingRegressor,RNNModel,LSTMModel,GRUModel,TransformerWithLinear,TransformerWithAttention
40,122.5,122.5,113.4,147.7232843938907,140.13315524860616,131.35299999999998,144.05031683076862,189.35913461538476,129.75,141.57794,143.89119,139.68634,144.4837,148.5506
41,159.9,159.9,122.5,164.35530611593134,154.83184436629773,159.98199999999986,157.75305522713668,189.35913461538476,162.06,147.29135,154.08156,151.74197,159.02873,161.56937
42,213.8,213.8,159.9,234.39332189242896,208.39544681726662,214.8889999999997,216.75863504375224,215.26789215686196,215.37999999999997,215.3028,215.8858,216.23416,225.57085,219.25154
43,191.3,191.3,213.8,211.17950880628402,208.6732926588086,197.39599999999987,204.50372091592433,215.26789215686196,195.13999999999996,195.36662,200.48935,199.1386,197.50435,200.32124
44,108.4,108.4,191.3,119.10871194339566,130.19107572672533,109.33999999999989,113.23782488615836,215.26789215686196,112.33000000000001,109.96901,111.323746,110.98615,112.77861,108.119385
45,101.0,101.0,108.4,117.65426863765195,116.15931756182863,102.72700000000003,104.06537605284626,165.90252996005262,103.55,104.63049,106.19718,105.256386,106.01347,98.14855
46,118.4,118.4,101.0,130.3668993087541,143.33680376473365,120.51499999999987,123.29276665951339,182.13675595238112,118.95,112.44995,116.98872,112.69146,118.70569,113.89329
47,182.2,182.2,118.4,189.4539486464106,177.19668362125145,181.45400000000024,187.0966930979095,204.79236453201977,183.34,174.91385,180.43307,177.11568,182.3998,183.25491
48,285.0,285.0,182.2,271.92756456861787,254.02617017156817,288.948,294.30174028426455,270.87353463587885,291.14,282.71832,285.6066,279.63943,275.46802,292.5786
49,170.5,170.5,285.0,188.54783584538035,210.66257158744108,172.69899999999996,179.12691136920907,217.1005512679166,177.31,170.11029,176.94638,176.44093,173.74463,172.57047
50,149.5,149.5,170.5,165.92868531580353,158.50670345825858,148.542,148.70022336112365,212.99006102877078,147.52,155.13599,152.9445,152.3601,146.46027,148.27548
51,215.4,215.4,149.5,239.47371609212308,216.59046304075454,220.23400000000015,226.74530148622762,212.99006102877078,221.03000000000003,232.16241,235.84781,229.65915,227.61751,230.66342
52,183.9,183.9,215.4,194.3482818280421,185.4604926590161,187.73699999999994,189.25965413079038,215.26789215686196,185.53000000000003,175.184,183.96455,179.46292,181.93619,184.45717
53,147.7,147.7,183.9,163.6634824273172,165.04277281177207,152.7250000000002,151.64573232992234,217.1005512679166,150.73,144.88196,153.94064,150.99966,152.93347,150.37157
54,177.7,177.7,147.7,193.31775002972083,190.67315469738264,177.37200000000016,178.1806719752828,199.04299788880772,176.71,176.44977,177.4236,175.49762,178.24185,179.07065
55,183.6,183.6,177.7,193.31763365405712,199.77741704155264,185.27800000000002,190.83423091298926,215.26789215686196,183.73999999999995,184.99521,184.75276,185.1561,189.32732,188.11954
56,100.7,100.7,183.6,103.34457505056183,119.84147519016926,102.57000000000005,101.32553886742322,184.90277227722802,103.21000000000001,106.415,105.163345,105.362206,109.01039,98.543594
57,188.5,188.5,100.7,204.41419786065038,187.51664742411316,193.57399999999998,203.658649898023,206.22399999999993,195.31,189.84952,196.53535,191.53528,189.80309,197.24635
58,77.6,77.6,188.5,60.43908633291349,81.46524238296169,76.3700000000001,76.54972692067354,144.68103448275858,75.83000000000001,68.73622,70.40152,70.065445,76.25017,66.42166
59,64.4,64.4,77.6,61.820153081904095,82.24082727130968,65.64399999999995,62.42162527067552,92.68919667590099,65.8,69.81215,72.63014,69.84599,69.78441,60.938004
60,86.6,86.6,64.4,91.59515275680505,103.73905154331817,83.4810000000001,79.20288613882957,108.0073248407643,83.34,82.5325,83.09645,79.66043,82.33316,74.43703
